marital_status,application_mode,application_order,course,attendance,prev_qualification,nationality,displaced,debtor,tuition,gender,scholarship,international,units_1_credited,units_1_enrolled,units_1_approved,units_1_grade,units_2_credited,units_2_enrolled,units_2_approved,units_2_grade,unemployment_rate,inflation_rate,gdp,target
1,1,2,9500,1,1,1,1,0,1,0,1,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,1,1,9085,1,6,1,1,0,1,0,0,0,0,5,4,14,0,5,5,13,9,-1,-3,Dropout
1,17,1,9130,1,1,1,1,0,0,0,0,0,0,6,0,0,0,2,0,0,9,-1,-3,Dropout
1,1,2,9853,1,1,1,1,0,1,0,0,0,0,6,3,12,0,6,4,10,11,1,2,Enrolled
1,43,1,9147,1,1,1,0,0,1,0,0,0,3,10,6,11,4,10,7,11,8,3,0,Enrolled
1,1,1,9238,1,1,1,1,0,1,0,0,0,0,6,2,13,0,6,5,12,8,3,0,Graduate
1,1,4,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Dropout
1,1,2,9500,1,1,1,1,0,1,0,1,0,0,8,7,15,0,8,7,15,9,-1,-3,Dropout
1,1,3,9500,1,1,1,1,1,1,0,1,0,0,7,7,13,0,8,8,12,16,3,-4,Graduate
1,51,1,9991,0,42,1,0,0,0,0,0,0,7,12,7,11,5,5,5,11,9,1,4,Dropout
1,17,4,9085,1,1,1,1,0,1,0,0,0,0,5,4,12,0,5,5,13,8,3,0,Graduate
1,44,1,9003,1,39,1,0,0,1,0,0,0,0,6,6,12,0,6,6,13,12,1,2,Graduate
1,1,5,9500,1,1,1,1,0,1,0,1,0,0,7,7,12,0,8,7,13,12,1,2,Graduate
1,1,2,9500,1,1,1,1,0,1,0,1,0,0,7,5,13,0,7,6,13,11,1,2,Enrolled
1,39,1,9991,0,1,1,0,0,1,0,0,0,0,5,3,11,0,5,3,11,16,3,-4,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,7,6,14,0,8,7,14,16,3,-4,Graduate
1,18,1,9500,1,1,1,1,0,1,0,0,0,0,8,8,13,0,8,8,13,9,-1,-3,Graduate
1,1,1,9070,1,1,1,1,0,0,0,0,0,0,5,0,0,0,6,0,0,11,1,2,Dropout
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,7,6,13,0,8,7,14,14,0,1,Graduate
1,39,2,9556,1,1,1,1,0,1,0,0,0,0,7,7,12,0,8,5,12,12,1,2,Enrolled
1,17,1,9500,1,1,1,1,0,1,0,1,0,0,7,6,12,0,7,6,12,8,3,0,Graduate
1,39,1,9238,1,1,1,1,0,1,0,0,0,0,6,4,16,0,6,5,16,9,-1,-3,Enrolled
1,1,3,9670,1,1,1,0,0,1,0,0,0,0,5,5,13,0,5,5,13,8,3,0,Graduate
1,42,1,9500,1,1,1,1,0,1,0,0,0,4,7,7,14,5,8,8,13,16,3,-4,Graduate
1,44,1,9003,1,39,1,0,1,1,0,1,0,0,6,6,13,0,6,5,13,16,3,-4,Graduate
1,1,1,9773,1,1,1,0,0,1,0,1,0,0,6,6,13,0,6,6,14,16,0,-1,Graduate
1,1,2,9670,1,1,1,0,0,1,0,1,0,0,5,5,13,0,5,4,13,9,-1,-3,Graduate
1,39,1,9500,1,3,1,0,0,1,0,0,0,0,7,7,17,1,8,8,17,16,3,-4,Graduate
1,1,1,9238,1,1,1,1,1,0,0,1,0,0,6,5,11,0,6,5,11,11,1,2,Graduate
1,1,1,9147,1,1,1,0,0,1,0,1,0,0,5,5,14,0,5,5,14,12,1,2,Graduate
5,17,5,9500,1,1,1,1,0,1,0,1,0,0,8,7,12,0,8,7,12,13,4,-2,Graduate
1,1,3,9500,1,1,1,1,0,1,0,1,0,0,8,8,13,0,8,8,13,9,-1,-3,Graduate
1,42,1,9500,1,1,1,1,0,1,0,0,0,4,8,7,13,4,8,7,13,13,4,-2,Graduate
1,1,1,9147,1,1,1,1,0,1,0,0,0,0,5,4,11,0,5,3,11,12,1,2,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,7,7,14,0,8,8,15,14,0,1,Graduate
1,17,1,9254,1,1,1,0,0,0,0,0,0,0,6,0,0,0,6,0,0,16,3,-4,Dropout
1,44,1,171,1,39,1,0,0,0,0,0,0,4,9,4,11,3,10,3,11,12,1,2,Dropout
1,1,3,9070,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,14,11,1,2,Graduate
1,1,1,9254,1,1,1,1,0,1,0,1,0,0,6,6,12,0,6,3,12,11,1,2,Dropout
1,17,4,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,11,1,2,Graduate
1,1,1,9085,1,1,1,1,0,1,0,0,0,0,6,6,14,0,6,6,14,16,3,-4,Graduate
1,1,6,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,7,13,16,3,-4,Graduate
1,17,6,9147,1,1,1,0,0,1,0,1,0,0,5,5,12,0,5,3,11,13,4,-2,Enrolled
1,1,1,9670,1,1,1,1,0,1,0,0,0,0,5,4,15,0,5,4,14,8,3,0,Dropout
1,1,1,9853,1,1,1,0,1,1,0,1,0,0,6,6,13,0,6,6,13,13,4,-2,Graduate
1,16,2,9147,1,1,1,1,0,1,0,1,0,0,5,3,12,0,5,4,13,11,1,2,Enrolled
1,1,2,8014,0,1,1,1,0,1,0,0,0,0,6,5,13,0,6,5,12,8,3,0,Graduate
1,1,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,Enrolled
1,51,1,9991,0,1,1,0,0,1,0,0,0,1,5,4,12,1,5,5,11,9,1,4,Graduate
1,18,2,9853,1,1,1,0,0,1,0,0,0,0,7,6,12,0,7,6,12,14,0,1,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,1,9070,1,1,1,0,0,1,0,1,0,0,6,6,12,0,6,6,11,9,1,4,Graduate
1,17,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,-4,Dropout
1,17,3,9147,1,1,1,1,0,1,0,0,0,0,5,3,10,0,5,3,14,11,1,2,Enrolled
1,1,1,9500,1,1,1,1,0,1,0,0,0,0,7,5,13,0,7,5,14,16,0,-1,Enrolled
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,11,1,2,Graduate
1,1,1,9147,1,1,1,1,0,1,0,0,0,0,5,4,12,0,5,4,12,9,1,4,Enrolled
1,17,1,9254,1,1,1,1,0,0,0,0,0,0,6,3,12,0,6,1,10,11,1,2,Dropout
1,16,4,9254,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,13,9,1,4,Graduate
1,1,2,9773,1,1,41,0,0,1,0,1,1,0,6,5,12,0,6,5,12,16,3,-4,Graduate
1,1,1,9147,1,1,1,1,0,1,0,1,0,0,5,5,14,0,5,5,13,11,1,2,Graduate
1,39,1,9991,0,19,1,0,0,1,0,0,0,0,5,5,11,0,5,5,12,8,3,0,Graduate
4,7,1,9500,1,40,1,1,0,1,0,0,0,0,7,4,14,0,7,7,13,12,1,2,Enrolled
1,17,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,15,0,8,7,15,11,1,2,Graduate
4,39,1,8014,0,1,1,0,0,1,0,1,0,0,6,6,11,0,6,6,11,16,3,-4,Graduate
1,39,1,9500,1,1,1,0,1,0,0,0,0,0,7,4,14,0,7,0,0,16,0,-1,Dropout
1,39,1,8014,0,40,1,0,0,1,0,0,0,7,11,11,14,4,8,8,15,12,1,2,Graduate
2,39,2,9147,1,3,1,0,0,1,0,0,0,4,7,7,12,3,8,7,11,13,4,-2,Dropout
1,43,2,9773,1,1,1,0,0,1,1,0,0,0,6,6,12,0,6,5,13,8,3,0,Graduate
1,17,2,9773,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,14,16,3,-4,Dropout
1,1,1,9670,1,1,1,0,0,1,1,0,0,0,5,4,12,0,5,4,12,9,-1,-3,Graduate
1,1,1,9147,1,1,1,0,0,1,1,0,0,0,5,5,11,0,5,5,13,12,1,2,Graduate
1,17,4,9500,1,1,1,1,0,1,1,1,0,0,8,7,15,0,8,7,15,11,1,2,Graduate
1,42,1,9119,1,1,1,0,0,1,1,0,0,0,5,1,10,0,5,1,12,11,1,2,Dropout
1,39,1,9991,0,1,1,0,0,1,1,0,0,0,5,4,12,0,5,5,13,12,1,2,Enrolled
1,18,1,9670,1,1,1,1,0,1,1,0,0,0,6,4,13,0,6,4,13,13,4,-2,Graduate
1,17,4,9254,1,1,1,1,0,1,1,0,0,0,6,4,11,0,6,3,11,16,0,-1,Dropout
1,16,2,9238,1,1,1,1,0,1,0,0,0,0,6,6,14,0,6,5,12,9,-1,-3,Graduate
1,1,2,9070,1,1,101,1,0,1,1,0,1,0,6,5,15,0,6,5,14,16,0,-1,Graduate
4,39,1,9500,1,1,1,0,1,1,0,0,0,0,7,3,12,0,7,2,10,16,0,-1,Dropout
1,18,1,9556,1,1,1,0,0,1,0,1,0,0,7,7,13,0,8,8,13,13,4,-2,Graduate
6,39,1,9500,1,1,1,0,0,1,0,0,0,0,7,4,12,0,7,3,12,16,0,-1,Dropout
1,16,1,9085,1,1,1,1,0,1,0,0,0,0,5,4,13,0,5,4,11,13,4,-2,Graduate
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,6,12,12,1,2,Graduate
1,53,1,9085,1,42,1,0,1,0,0,0,0,7,10,8,14,4,9,5,13,9,1,4,Dropout
1,1,2,9500,1,1,1,1,0,1,0,0,0,0,7,6,14,0,8,6,12,11,1,2,Enrolled
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,5,11,0,6,6,12,16,0,-1,Graduate
2,7,1,9500,1,3,1,1,0,1,0,0,0,7,11,11,13,6,10,10,13,14,0,1,Enrolled
1,17,1,9147,1,1,1,1,0,1,0,0,0,0,5,1,10,0,5,1,11,8,3,0,Dropout
1,17,1,9254,1,1,1,1,1,1,0,0,0,0,6,6,12,0,6,4,12,14,0,1,Graduate
1,1,1,9670,1,1,1,0,0,1,0,1,0,0,6,6,14,0,6,6,13,11,1,2,Graduate
1,7,2,9130,1,3,1,0,0,1,0,0,0,0,5,0,0,0,5,0,0,11,1,2,Dropout
1,1,6,9500,1,1,1,1,0,1,0,0,0,0,8,7,12,0,8,7,12,11,1,2,Graduate
1,1,1,171,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,14,0,1,Graduate
1,7,1,9254,1,40,1,0,0,1,0,0,0,12,13,13,14,9,12,12,15,14,0,1,Graduate
2,39,1,9003,1,1,1,0,0,1,0,0,0,13,18,18,15,11,13,13,15,16,3,-4,Graduate
1,17,1,9853,1,1,1,1,0,1,0,0,0,0,7,6,12,0,7,7,13,14,0,1,Enrolled
1,7,1,9070,1,3,1,0,0,0,0,0,0,0,3,2,10,0,6,0,0,11,1,2,Dropout
1,42,1,9853,1,1,1,1,0,1,0,0,0,0,6,4,12,0,6,3,10,13,4,-2,Dropout
1,1,1,9238,1,1,1,0,0,0,0,0,0,0,6,6,15,0,6,6,15,11,1,2,Graduate
1,7,1,9085,1,40,1,1,0,1,0,0,0,0,6,6,16,0,6,6,16,12,1,2,Graduate
1,1,1,9130,1,1,1,0,0,1,0,0,0,0,6,6,16,0,6,6,15,11,1,2,Graduate
2,39,1,8014,0,19,1,0,0,1,0,0,0,0,6,5,14,0,6,6,12,9,-1,-3,Graduate
2,39,2,9147,1,1,1,0,1,0,0,0,0,0,5,3,11,0,5,2,15,11,1,2,Dropout
1,1,6,9238,1,1,1,1,1,1,0,1,0,0,6,5,12,0,6,4,12,9,1,4,Graduate
1,39,1,9238,1,1,1,1,0,0,0,0,0,0,6,1,13,0,6,0,0,9,-1,-3,Dropout
1,7,1,9147,1,3,1,0,0,1,0,0,0,0,5,3,12,0,5,4,14,11,1,2,Graduate
1,43,2,9500,1,1,1,0,1,1,0,0,0,11,14,12,12,11,14,12,12,8,3,0,Graduate
2,39,1,9003,1,19,1,0,1,1,0,0,0,0,6,6,13,0,6,6,13,16,0,-1,Enrolled
1,7,1,8014,0,3,1,0,0,0,0,0,0,0,6,1,11,0,6,0,0,13,4,-2,Dropout
2,39,1,9003,1,1,1,0,1,0,0,0,0,0,6,4,12,0,6,4,11,9,1,4,Dropout
1,43,1,9556,1,1,1,1,0,0,0,0,0,0,7,0,0,0,8,0,0,11,1,2,Dropout
1,17,1,9238,1,1,1,0,0,1,0,1,0,0,6,4,11,0,6,5,12,16,3,-4,Enrolled
4,39,1,9500,1,19,1,0,0,1,0,1,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,1,1,9670,1,1,1,1,0,1,0,0,0,0,5,3,13,0,5,4,12,8,3,0,Graduate
1,1,4,9500,1,1,1,1,0,1,0,1,0,0,7,6,14,0,7,7,12,12,1,2,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,7,7,17,0,8,8,16,16,0,-1,Graduate
1,17,4,9238,1,1,1,1,0,1,0,0,0,0,6,5,12,0,6,4,12,16,0,-1,Graduate
1,44,1,8014,0,39,1,1,0,1,0,0,0,3,6,6,13,2,6,6,13,12,1,2,Graduate
1,1,2,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,11,1,2,Graduate
1,18,2,9147,1,1,1,1,0,1,0,1,0,0,5,5,14,0,5,5,12,14,0,1,Graduate
1,1,2,171,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1,2,Dropout
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,7,7,15,0,8,8,16,11,1,2,Graduate
2,39,1,9991,0,19,1,0,1,0,0,0,0,0,5,0,0,0,5,0,0,16,0,-1,Dropout
2,39,1,8014,0,19,1,0,1,1,0,1,0,0,6,5,14,0,6,6,13,9,-1,-3,Graduate
1,1,3,9500,1,1,1,1,0,1,0,1,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,17,1,9238,1,1,1,1,0,1,0,1,0,0,6,6,15,0,6,6,16,13,4,-2,Graduate
1,1,1,9147,1,1,1,0,0,1,0,0,0,0,5,3,11,0,5,5,12,8,3,0,Graduate
1,17,1,9238,1,1,1,1,0,1,0,0,0,0,6,5,11,0,6,6,12,9,-1,-3,Graduate
1,1,5,9500,1,1,1,1,0,1,0,0,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,53,1,9085,1,42,1,1,1,1,0,0,0,7,9,8,13,4,9,5,12,9,1,4,Enrolled
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,5,11,0,6,5,12,13,4,-2,Graduate
1,1,1,9238,1,1,1,1,1,1,0,0,0,0,6,6,12,0,6,6,12,9,-1,-3,Graduate
1,7,1,9500,1,3,1,1,0,1,0,0,0,1,7,6,14,1,7,6,14,8,3,0,Graduate
1,17,2,9773,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,13,16,0,-1,Graduate
1,17,6,9500,1,1,1,1,0,1,0,0,0,0,8,7,14,0,8,7,14,11,1,2,Graduate
1,39,1,9991,0,1,1,0,0,1,0,0,0,0,5,2,12,0,5,3,11,11,1,2,Dropout
1,1,6,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,8,14,16,0,-1,Graduate
1,18,1,9119,1,1,1,1,0,1,1,0,0,0,5,1,16,0,5,0,0,9,-1,-3,Dropout
1,44,1,9003,1,39,1,1,0,1,1,0,0,0,6,6,13,0,6,6,13,16,0,-1,Graduate
1,1,1,9670,1,1,1,0,0,1,1,0,0,0,6,0,0,0,6,0,0,16,3,-4,Dropout
1,43,1,9991,0,1,1,0,0,0,1,0,0,5,9,5,11,4,4,4,11,11,1,2,Dropout
2,39,1,9130,1,1,1,0,0,0,1,0,0,0,4,2,11,0,5,3,12,9,-1,-3,Dropout
1,39,1,9119,1,19,1,0,0,1,1,0,0,0,5,1,11,0,5,1,10,14,0,1,Enrolled
1,42,1,9085,1,39,1,1,0,1,0,0,0,2,6,5,14,2,6,5,13,16,0,-1,Graduate
2,43,1,9991,0,1,1,0,0,0,0,0,0,2,6,4,12,0,5,1,10,13,4,-2,Dropout
2,39,1,9853,1,1,1,0,0,1,0,0,0,0,7,1,10,0,7,1,13,16,0,-1,Dropout
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,6,14,0,6,6,13,11,1,2,Graduate
1,1,3,9238,1,1,1,1,1,1,0,0,0,0,6,0,0,0,6,0,0,12,1,2,Dropout
1,53,1,9670,1,42,1,1,1,1,0,0,0,0,6,1,12,0,6,1,11,9,1,4,Enrolled
1,1,2,9853,1,1,1,1,0,0,0,0,0,0,6,3,13,0,6,5,12,9,-1,-3,Dropout
1,1,1,9254,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,6,16,11,1,2,Graduate
1,43,1,9773,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,13,16,3,-4,Graduate
1,17,3,9670,1,1,1,1,0,1,0,1,0,0,6,5,12,0,6,5,12,11,1,2,Graduate
1,1,1,9238,1,1,1,1,0,1,0,0,0,0,6,4,13,0,6,6,11,8,3,0,Graduate
1,43,1,9085,1,1,1,1,0,1,0,0,0,0,5,0,0,0,5,4,15,13,4,-2,Enrolled
4,39,1,9130,1,1,1,1,0,1,0,1,0,0,6,0,0,0,6,1,10,11,1,2,Dropout
1,17,1,9238,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,13,11,1,2,Graduate
1,1,3,9556,1,1,1,1,0,1,0,0,0,0,7,7,12,0,8,8,14,13,4,-2,Graduate
1,1,4,9500,1,1,1,1,0,1,0,1,0,0,8,7,14,0,8,7,14,13,4,-2,Graduate
1,1,1,9085,1,1,1,1,0,1,0,0,0,0,6,6,16,0,6,6,16,12,1,2,Graduate
1,1,3,9238,1,1,1,1,0,1,0,0,0,0,6,5,12,0,6,6,12,8,3,0,Graduate
1,42,1,9119,1,1,1,0,1,1,1,0,0,0,5,0,0,2,6,2,14,14,0,1,Dropout
1,1,2,9773,1,1,1,0,0,1,1,0,0,0,6,0,0,0,6,0,0,12,1,2,Dropout
2,39,1,9853,1,1,1,0,1,1,0,1,0,0,6,6,16,0,6,6,16,9,-1,-3,Graduate
1,18,2,9500,1,1,1,1,0,1,0,1,0,0,8,7,12,0,8,7,12,13,4,-2,Graduate
1,1,6,9500,1,1,1,1,0,1,0,1,0,0,8,8,13,0,8,8,13,9,-1,-3,Graduate
1,1,1,9670,1,1,1,0,0,1,0,0,0,0,6,6,13,0,6,5,14,11,1,2,Graduate
1,17,2,9500,1,1,1,1,0,1,0,1,0,0,8,7,12,0,8,7,12,11,1,2,Graduate
1,53,1,9991,0,1,1,0,1,1,0,0,0,6,11,8,12,3,9,5,13,9,1,4,Enrolled
1,39,1,9670,1,1,1,0,0,1,0,0,0,0,6,1,10,0,6,0,0,11,1,2,Dropout
1,17,1,9773,1,1,1,0,0,1,0,0,0,0,6,5,13,0,6,6,12,16,3,-4,Enrolled
1,43,1,9147,1,1,1,1,0,1,0,0,0,0,5,5,13,0,5,4,12,16,0,-1,Graduate
2,1,1,9147,1,1,1,1,0,1,0,0,0,0,5,2,10,0,5,4,12,8,3,0,Dropout
2,51,1,9853,1,1,1,0,0,1,0,0,0,0,7,0,0,0,6,0,0,9,1,4,Dropout
1,7,1,9991,0,40,1,0,0,1,0,0,0,0,5,5,12,0,5,5,12,12,1,2,Graduate
1,17,2,9254,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,14,11,1,2,Graduate
1,17,5,9670,1,1,1,1,0,1,0,0,0,0,6,4,14,0,6,5,13,11,1,2,Graduate
2,39,1,9147,1,1,1,0,0,0,0,0,0,0,5,4,13,0,5,5,12,9,-1,-3,Dropout
1,39,1,8014,0,1,1,0,0,1,1,1,0,0,6,4,12,0,6,4,12,12,1,2,Enrolled
1,17,1,9238,1,1,1,1,0,1,0,1,0,0,6,6,12,0,6,6,13,14,0,1,Graduate
1,1,3,9773,1,1,11,1,0,1,1,1,1,0,6,6,14,0,6,6,13,16,0,-1,Graduate
1,1,3,9500,1,1,1,1,0,1,1,1,0,0,8,7,13,0,8,7,13,11,1,2,Graduate
1,17,5,9254,1,1,1,1,0,0,1,0,0,0,6,0,0,0,6,0,0,9,-1,-3,Dropout
1,1,1,9119,1,1,1,0,0,1,1,1,0,0,5,5,17,0,5,5,19,12,1,2,Graduate
1,1,1,9670,1,1,1,0,0,1,1,1,0,0,5,4,11,0,5,4,12,9,-1,-3,Graduate
1,17,2,9853,1,1,1,1,0,1,1,0,0,0,7,6,14,0,7,6,13,12,1,2,Dropout
1,1,2,9070,1,1,1,1,0,1,1,1,0,0,6,6,11,0,6,5,14,8,3,0,Enrolled
1,1,1,9238,1,1,1,0,0,1,1,0,0,0,6,6,13,0,6,6,12,11,1,2,Graduate
1,1,1,9773,1,1,1,1,0,1,1,0,0,0,6,5,13,0,6,4,12,8,3,0,Graduate
1,1,1,9500,1,1,1,1,0,1,1,0,0,0,7,6,14,0,8,7,14,11,1,2,Graduate
1,17,2,9119,1,1,1,0,0,1,1,1,0,0,5,4,14,0,6,6,14,11,1,2,Enrolled
1,1,1,9500,1,1,1,0,0,1,1,0,0,0,8,7,14,0,8,7,14,13,4,-2,Graduate
1,44,1,9003,1,39,1,0,0,1,1,0,0,2,6,3,12,0,6,2,10,14,0,1,Dropout
1,17,5,9119,1,1,11,1,0,1,1,0,1,0,5,5,15,0,5,5,18,9,1,4,Graduate
2,39,1,9003,1,1,1,0,1,0,1,0,0,0,6,0,0,0,6,0,0,12,1,2,Dropout
2,39,1,8014,0,19,1,0,0,1,1,0,0,0,6,1,10,0,5,0,0,16,0,-1,Dropout
1,39,2,9670,1,1,1,1,0,1,1,0,0,0,5,0,0,0,5,0,0,8,3,0,Dropout
1,39,1,9500,1,1,1,0,0,1,1,0,0,0,7,4,13,0,7,5,12,12,1,2,Dropout
1,1,1,9991,0,1,1,1,0,1,1,0,0,0,5,5,12,0,5,5,12,8,3,0,Graduate
1,18,1,9254,1,1,1,1,0,1,1,0,0,0,6,4,10,0,6,3,12,9,-1,-3,Enrolled
1,17,1,9147,1,1,1,0,0,1,1,0,0,0,5,3,12,0,5,0,0,9,1,4,Dropout
1,1,5,9254,1,1,1,1,0,0,1,0,0,0,6,0,0,0,6,0,0,9,1,4,Dropout
1,44,1,171,1,39,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16,3,-4,Graduate
1,51,1,9670,1,1,1,0,1,1,1,0,0,5,11,10,12,2,8,8,13,11,1,2,Graduate
1,1,2,9773,1,1,1,1,0,1,0,1,0,0,6,6,15,0,6,6,15,14,0,1,Graduate
1,1,3,9773,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,13,13,4,-2,Graduate
1,53,1,9003,1,42,1,0,0,1,0,1,0,7,12,12,14,5,10,10,13,9,1,4,Graduate
1,17,3,9147,1,1,1,1,0,1,0,1,0,0,5,5,13,0,5,5,12,13,4,-2,Graduate
1,18,1,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,12,0,8,7,12,11,1,2,Graduate
1,53,1,9147,1,42,1,1,0,1,0,0,0,6,11,11,12,3,9,8,13,9,1,4,Graduate
1,1,1,9085,1,1,1,1,0,1,0,1,0,0,6,6,16,0,6,6,14,16,3,-4,Graduate
1,1,1,9773,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,13,11,1,2,Graduate
1,1,4,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,8,13,16,0,-1,Dropout
1,1,1,9670,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,3,12,14,0,1,Enrolled
1,17,2,9500,1,1,1,1,0,1,0,0,0,0,7,6,14,0,8,7,15,12,1,2,Graduate
1,17,2,9085,1,1,1,1,0,1,0,0,0,0,5,3,12,0,5,4,12,9,-1,-3,Enrolled
1,1,5,9773,1,1,1,1,0,0,0,1,0,0,6,3,12,0,6,3,11,8,3,0,Dropout
1,43,1,9254,1,1,1,0,0,1,0,1,0,0,6,4,12,0,6,3,11,11,1,2,Dropout
1,17,2,9853,1,1,1,1,0,1,0,0,0,0,6,5,13,0,6,5,11,11,1,2,Graduate
1,1,5,9238,1,3,1,0,1,1,0,0,0,0,6,6,12,0,6,6,12,11,1,2,Graduate
1,1,2,9853,1,1,1,1,0,1,0,0,0,0,7,6,14,0,7,6,14,11,1,2,Enrolled
1,1,5,9500,1,1,1,1,0,1,0,1,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,17,6,9556,1,1,1,1,0,1,0,1,0,0,7,6,12,0,7,6,13,11,1,2,Graduate
1,17,3,9147,1,1,1,1,0,1,0,0,0,0,5,4,11,0,5,2,12,14,0,1,Enrolled
1,1,2,9500,1,1,1,1,0,1,0,0,0,0,7,6,14,0,7,6,14,8,3,0,Graduate
1,1,1,9085,1,1,1,1,0,1,0,0,0,0,6,4,13,0,6,2,13,11,1,2,Enrolled
1,17,1,9254,1,1,1,1,1,0,0,0,0,0,6,1,10,0,6,0,0,8,3,0,Dropout
1,1,4,9500,1,1,1,1,0,1,0,0,0,0,7,7,15,0,8,8,15,12,1,2,Graduate
1,1,1,9085,1,1,1,0,0,1,0,0,0,0,6,4,12,0,6,3,14,11,1,2,Enrolled
1,17,3,9556,1,1,1,0,0,1,0,1,0,0,7,7,13,0,8,8,14,13,4,-2,Graduate
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,7,7,14,0,8,8,14,11,1,2,Graduate
1,1,1,9130,1,1,1,0,0,0,0,0,0,0,5,0,0,1,5,1,12,11,1,2,Dropout
1,1,1,9238,1,1,1,1,0,1,0,0,0,0,6,3,11,0,6,4,12,16,0,-1,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,7,7,13,0,8,8,13,16,0,-1,Graduate
1,17,2,9853,1,1,1,1,0,1,0,0,0,0,6,5,13,0,6,5,10,8,3,0,Enrolled
1,39,1,9500,1,1,1,0,0,1,0,1,0,0,7,6,13,0,7,6,12,12,1,2,Enrolled
1,17,1,9147,1,1,1,1,1,0,0,1,0,0,5,5,13,0,5,4,12,11,1,2,Enrolled
1,43,1,9130,1,1,1,1,0,1,0,0,0,0,6,5,12,0,6,5,11,16,3,-4,Dropout
1,18,1,9500,1,1,1,1,0,1,0,1,0,0,8,7,11,0,8,7,11,11,1,2,Graduate
1,44,1,9238,1,1,1,0,0,1,0,1,0,3,6,6,12,2,6,6,11,14,0,1,Graduate
1,1,5,9773,1,1,1,1,0,1,0,0,0,0,6,5,13,0,6,4,12,11,1,2,Graduate
1,17,1,9085,1,1,1,1,0,1,0,1,0,0,5,5,12,0,5,4,15,13,4,-2,Graduate
1,1,1,9853,1,1,1,1,0,1,0,1,0,0,6,5,13,0,6,5,14,9,-1,-3,Graduate
1,17,1,9070,1,1,1,1,1,0,0,1,0,0,6,6,12,0,6,6,11,13,4,-2,Dropout
1,1,3,9085,1,1,1,1,0,1,0,0,0,0,6,6,14,0,6,6,13,9,1,4,Graduate
1,17,4,9773,1,1,1,1,0,1,0,1,0,0,6,6,12,0,6,6,14,16,0,-1,Graduate
1,1,3,9500,1,1,1,1,0,1,0,1,0,0,7,5,13,0,7,7,13,12,1,2,Enrolled
1,53,1,9085,1,42,1,1,1,0,0,0,0,7,11,11,13,4,9,8,13,9,1,4,Enrolled
1,39,1,9085,1,19,1,1,0,1,0,1,0,1,6,6,13,0,6,6,13,9,1,4,Graduate
1,1,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Graduate
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,16,0,8,7,16,13,4,-2,Graduate
