marital_status,application_mode,application_order,course,attendance,prev_qualification,prev_qualification_grade,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,special_needs,debtor,tuition,gender,scholarship,age,international,units_1_credited,units_1_enrolled,units_1_evaluations,units_1_approved,units_1_grade,units_1_wo_evaluations,units_2_credited,units_2_enrolled,units_2_evaluations,units_2_approved,units_2_grade,units_2_wo_evaluations,unemployment_rate,inflation_rate,gdp,target
1,2,1,9853,1,1,120,1,19,38,9,9,123,0,0,0,0,0,0,30,0,11,11,11,11,12,0,8,8,8,8,12,0,16,3,-4,Dropout
1,17,1,9254,1,1,158,1,37,37,5,9,138,1,0,0,1,0,0,20,0,0,6,8,4,13,0,0,6,11,1,14,0,8,3,0,Dropout
1,43,1,171,1,1,116,1,3,1,2,3,117,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,Dropout
1,1,2,9500,1,1,112,1,1,37,4,9,107,1,0,0,1,0,1,20,0,0,7,8,6,14,0,0,8,9,7,14,0,12,1,2,Graduate
1,1,1,9070,1,1,126,1,1,19,4,0,120,0,1,0,1,0,1,20,0,0,6,6,6,13,0,0,6,6,6,13,0,11,1,2,Graduate
1,1,2,9254,1,1,120,1,19,19,9,9,117,1,0,0,1,0,1,20,0,0,6,9,5,13,0,0,6,8,5,11,0,12,1,2,Graduate
1,51,1,9070,1,1,117,1,5,1,2,10,120,1,0,0,1,0,0,20,0,0,6,7,5,12,0,0,6,7,4,13,0,9,1,4,Enrolled
1,1,1,9853,1,1,153,1,1,19,9,4,140,1,0,0,1,0,1,20,0,0,7,7,7,13,0,0,7,7,7,15,0,11,1,2,Graduate
1,1,2,9070,1,1,124,1,19,1,9,3,124,1,0,0,1,0,1,20,0,1,6,8,6,13,1,0,6,8,6,13,0,14,0,1,Graduate
1,17,2,9130,1,1,127,1,3,1,2,1,117,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,16,3,-4,Dropout
1,17,1,9670,1,1,126,1,12,38,9,5,122,0,0,0,1,0,1,20,0,0,6,6,6,14,0,0,6,9,6,14,0,9,1,4,Graduate
1,1,1,9773,1,1,133,1,38,19,132,103,146,0,0,1,1,0,0,20,0,0,6,6,5,11,0,0,6,6,6,13,0,16,0,-1,Graduate
1,17,2,9853,1,1,114,1,1,1,4,0,109,1,0,0,1,0,0,20,0,0,7,11,5,11,0,0,7,9,6,13,0,14,0,1,Enrolled
1,43,1,171,1,1,133,1,19,19,5,7,133,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,-4,Enrolled
1,17,1,9130,1,1,130,1,1,1,4,5,124,0,0,0,1,0,0,20,0,0,5,7,4,12,0,0,5,6,5,12,0,8,3,0,Graduate
1,17,3,9773,1,1,127,1,19,19,5,8,120,0,0,0,1,0,0,20,0,0,6,6,0,0,0,0,6,0,0,0,0,9,1,4,Dropout
1,17,3,9238,1,1,143,1,37,38,0,7,127,1,0,0,1,0,0,20,0,0,6,14,5,11,0,0,6,6,6,12,0,8,3,0,Graduate
1,18,4,9773,1,1,130,1,19,19,4,4,121,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,12,0,16,3,-4,Dropout
1,17,3,9500,1,1,136,1,19,1,9,9,129,1,0,0,1,0,1,20,0,0,7,7,7,13,0,0,8,10,8,13,0,12,1,2,Graduate
1,1,1,9853,1,1,125,1,37,37,9,9,115,1,0,1,0,0,0,20,0,0,6,8,3,14,0,0,6,7,3,11,0,16,3,-4,Dropout
1,17,1,9670,1,3,110,1,12,3,5,8,107,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,11,1,2,Dropout
1,1,1,9254,1,1,130,1,37,38,9,9,134,1,0,0,1,0,0,20,0,0,6,10,5,12,0,0,6,8,4,11,0,9,-1,-3,Graduate
1,1,1,9773,1,1,135,1,1,4,5,3,125,0,0,0,1,0,1,20,0,0,6,7,6,13,0,0,6,6,6,13,0,11,1,2,Graduate
1,1,2,9500,1,1,133,1,19,37,1,9,129,1,0,0,1,0,1,20,0,0,8,8,8,14,0,0,8,8,8,14,0,9,-1,-3,Graduate
1,1,1,9085,1,6,122,1,19,19,9,9,126,1,0,0,1,0,0,20,0,0,5,14,4,14,3,0,5,9,5,13,4,9,-1,-3,Dropout
1,17,1,9130,1,1,122,1,19,19,9,9,122,1,0,0,0,0,0,20,0,0,6,0,0,0,0,0,2,2,0,0,2,9,-1,-3,Dropout
1,1,2,9853,1,1,121,1,38,38,7,5,120,1,0,0,1,0,0,20,0,0,6,10,3,12,0,0,6,8,4,10,0,11,1,2,Enrolled
1,43,1,9147,1,1,123,1,3,19,9,9,113,0,0,0,1,0,0,20,0,3,10,18,6,11,2,4,10,16,7,11,0,8,3,0,Enrolled
1,1,1,9238,1,1,128,1,19,19,0,5,120,1,0,0,1,0,0,20,0,0,6,12,2,13,0,0,6,8,5,12,0,8,3,0,Graduate
1,1,4,171,1,1,139,1,37,38,9,9,128,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Dropout
1,1,2,9500,1,1,124,1,34,34,0,0,123,1,0,0,1,0,1,20,0,0,8,8,7,15,1,0,8,8,7,15,1,9,-1,-3,Dropout
1,1,3,9500,1,1,135,1,38,19,8,8,126,1,0,1,1,0,1,20,0,0,7,8,7,13,0,0,8,9,8,12,0,16,3,-4,Graduate
1,51,1,9991,0,42,110,1,19,37,5,9,128,0,0,0,0,0,0,20,0,7,12,12,7,11,0,5,5,5,5,11,0,9,1,4,Dropout
1,17,4,9085,1,1,138,1,19,36,90,7,135,1,0,0,1,0,0,20,0,0,5,7,4,12,0,0,5,9,5,13,0,8,3,0,Graduate
1,44,1,9003,1,39,140,1,38,38,6,6,140,0,0,0,1,0,0,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12,1,2,Graduate
1,1,5,9500,1,1,126,1,1,19,6,7,116,1,0,0,1,0,1,20,0,0,7,8,7,12,0,0,8,10,7,13,0,12,1,2,Graduate
1,1,2,9500,1,1,113,1,38,19,9,7,107,1,0,0,1,0,1,20,0,0,7,10,5,13,0,0,7,8,6,13,0,11,1,2,Enrolled
1,39,1,9991,0,1,120,1,38,38,3,3,140,0,0,0,1,0,0,25,0,0,5,11,3,11,0,0,5,11,3,11,0,16,3,-4,Enrolled
1,1,1,9500,1,1,145,1,19,19,9,7,137,0,0,0,1,0,1,20,0,0,7,12,6,14,0,0,8,10,7,14,0,16,3,-4,Graduate
1,18,1,9500,1,1,124,1,38,37,9,7,119,1,0,0,1,0,0,20,0,0,8,8,8,13,0,0,8,8,8,13,0,9,-1,-3,Graduate
1,1,1,9070,1,1,160,1,3,38,1,9,152,1,0,0,0,0,0,20,0,0,5,5,0,0,0,0,6,0,0,0,0,11,1,2,Dropout
1,1,1,9500,1,1,138,1,38,19,9,5,144,0,0,0,1,0,0,20,0,0,7,9,6,13,0,0,8,8,7,14,0,14,0,1,Graduate
1,39,2,9556,1,1,130,1,37,37,9,9,159,1,0,0,1,0,0,25,0,0,7,11,7,12,0,0,8,21,5,12,0,12,1,2,Enrolled
1,17,1,9500,1,1,127,1,19,38,5,9,130,1,0,0,1,0,1,20,0,0,7,7,6,12,0,0,7,7,6,12,0,8,3,0,Graduate
1,39,1,9238,1,1,170,1,38,19,9,9,140,1,0,0,1,0,0,25,0,0,6,9,4,16,0,0,6,10,5,16,0,9,-1,-3,Enrolled
1,1,3,9670,1,1,111,1,1,1,5,5,105,0,0,0,1,0,0,20,0,0,5,6,5,13,0,0,5,6,5,13,0,8,3,0,Graduate
1,42,1,9500,1,1,100,1,1,19,4,8,136,1,0,0,1,0,0,20,0,4,7,9,7,14,0,5,8,8,8,13,0,16,3,-4,Graduate
1,44,1,9003,1,39,160,1,37,38,9,9,160,0,0,1,1,0,1,20,0,0,6,8,6,13,0,0,6,11,5,13,0,16,3,-4,Graduate
1,1,1,9773,1,1,152,1,38,37,9,9,139,0,0,0,1,0,1,20,0,0,6,6,6,13,0,0,6,6,6,14,0,16,0,-1,Graduate
1,1,2,9670,1,1,144,1,37,38,9,9,127,0,0,0,1,0,1,20,0,0,5,5,5,13,0,0,5,5,4,13,0,9,-1,-3,Graduate
1,39,1,9500,1,3,134,1,3,37,2,10,184,0,0,0,1,0,0,30,0,0,7,9,7,17,0,1,8,9,8,17,0,16,3,-4,Graduate
1,1,1,9238,1,1,125,1,37,38,9,9,125,1,0,1,0,0,1,20,0,0,6,8,5,11,0,0,6,8,5,11,0,11,1,2,Graduate
1,1,1,9147,1,1,150,1,37,37,9,6,139,0,0,0,1,0,1,20,0,0,5,5,5,14,0,0,5,6,5,14,0,12,1,2,Graduate
5,17,5,9500,1,1,143,1,37,38,5,8,134,1,0,0,1,0,1,20,0,0,8,8,7,12,0,0,8,8,7,12,0,13,4,-2,Graduate
1,1,3,9500,1,1,145,1,19,37,7,7,142,1,0,0,1,0,1,20,0,0,8,8,8,13,0,0,8,8,8,13,0,9,-1,-3,Graduate
1,42,1,9500,1,1,120,1,1,2,9,3,130,1,0,0,1,0,0,20,0,4,8,8,7,13,0,4,8,8,7,13,0,13,4,-2,Graduate
1,1,1,9147,1,1,138,1,37,37,194,171,131,1,0,0,1,0,0,20,0,0,5,9,4,11,0,0,5,8,3,11,0,12,1,2,Enrolled
1,1,1,9500,1,1,145,1,19,1,9,5,145,0,0,0,1,0,1,20,0,0,7,7,7,14,0,0,8,8,8,15,0,14,0,1,Graduate
1,17,1,9254,1,1,122,1,37,37,5,6,114,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,16,3,-4,Dropout
1,44,1,171,1,39,110,1,37,37,5,6,108,0,0,0,0,0,0,25,0,4,9,9,4,11,0,3,10,12,3,11,0,12,1,2,Dropout
1,1,3,9070,1,1,136,1,37,38,9,9,125,1,0,0,1,0,1,20,0,0,6,6,6,14,0,0,6,8,6,14,0,11,1,2,Graduate
1,1,1,9254,1,1,145,1,1,38,4,9,132,1,0,0,1,0,1,20,0,0,6,8,6,12,0,0,6,11,3,12,0,11,1,2,Dropout
1,17,4,9500,1,1,141,1,38,37,3,3,126,1,0,0,1,0,0,20,0,0,8,8,7,13,0,0,8,8,7,13,0,11,1,2,Graduate
1,1,1,9085,1,1,149,1,19,19,4,6,148,1,0,0,1,0,0,20,0,0,6,14,6,14,0,0,6,9,6,14,0,16,3,-4,Graduate
1,1,6,9500,1,1,130,1,38,19,5,6,125,1,0,0,1,0,0,20,0,0,7,11,7,13,0,0,8,13,7,13,0,16,3,-4,Graduate
1,17,6,9147,1,1,121,1,19,38,7,9,124,0,0,0,1,0,1,20,0,0,5,5,5,12,0,0,5,8,3,11,0,13,4,-2,Enrolled
1,1,1,9670,1,1,128,1,1,1,2,2,131,1,0,0,1,0,0,20,0,0,5,5,4,15,0,0,5,5,4,14,0,8,3,0,Dropout
1,1,1,9853,1,1,152,1,19,19,9,5,154,0,0,1,1,0,1,20,0,0,6,6,6,13,0,0,6,7,6,13,0,13,4,-2,Graduate
1,16,2,9147,1,1,132,1,37,37,9,9,123,1,0,0,1,0,1,20,0,0,5,8,3,12,0,0,5,9,4,13,0,11,1,2,Enrolled
1,1,2,8014,0,1,107,1,19,11,0,0,104,1,0,0,1,0,0,20,0,0,6,7,5,13,0,0,6,9,5,12,0,8,3,0,Graduate
1,1,1,171,1,1,131,1,19,38,4,5,133,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,Enrolled
1,51,1,9991,0,1,141,1,19,38,5,7,100,0,0,0,1,0,0,20,0,1,5,9,4,12,0,1,5,5,5,11,0,9,1,4,Graduate
1,18,2,9853,1,1,120,1,1,1,9,0,116,0,0,0,1,0,0,20,0,0,7,12,6,12,0,0,7,11,6,12,0,14,0,1,Enrolled
1,1,1,9500,1,1,148,1,19,19,4,4,134,0,0,0,1,0,0,20,0,0,8,8,7,13,0,0,8,8,7,13,0,13,4,-2,Graduate
1,1,1,9070,1,1,130,1,12,19,4,5,119,0,1,0,1,0,1,20,0,0,6,6,6,12,0,0,6,8,6,11,0,9,1,4,Graduate
1,17,1,171,1,1,145,1,37,37,9,1,150,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,-4,Dropout
1,17,3,9147,1,1,112,1,1,19,3,5,108,1,0,0,1,0,0,20,0,0,5,7,3,10,0,0,5,11,3,14,0,11,1,2,Enrolled
1,1,1,9500,1,1,138,1,38,1,9,4,128,1,0,0,1,0,0,20,0,0,7,10,5,13,0,0,7,7,5,14,0,16,0,-1,Enrolled
1,1,3,9500,1,1,135,1,1,37,7,7,121,1,0,0,1,0,0,20,0,0,8,11,7,13,0,0,8,11,7,13,0,11,1,2,Graduate
1,1,1,9147,1,1,118,1,1,2,10,10,117,1,0,0,1,0,0,20,0,0,5,9,4,12,0,0,5,10,4,12,0,9,1,4,Enrolled
1,17,1,9254,1,1,123,1,38,37,9,7,121,1,0,0,0,0,0,20,0,0,6,9,3,12,0,0,6,15,1,10,0,11,1,2,Dropout
1,16,4,9254,1,1,126,1,38,37,9,7,119,1,0,0,1,0,1,20,0,0,6,7,6,14,0,0,6,6,6,13,0,9,1,4,Graduate
1,1,2,9773,1,1,150,41,1,37,9,7,131,0,0,0,1,0,1,20,1,0,6,9,5,12,0,0,6,9,5,12,0,16,3,-4,Graduate
1,1,1,9147,1,1,121,1,19,19,3,9,113,1,0,0,1,0,1,20,0,0,5,7,5,14,0,0,5,7,5,13,0,11,1,2,Graduate
1,39,1,9991,0,19,133,1,37,37,9,9,117,0,0,0,1,0,0,40,0,0,5,8,5,11,0,0,5,6,5,12,1,8,3,0,Graduate
4,7,1,9500,1,40,130,1,37,37,3,3,130,1,0,0,1,0,0,30,0,0,7,16,4,14,0,0,7,8,7,13,0,12,1,2,Enrolled
1,17,3,9500,1,1,139,1,38,1,9,5,132,1,0,0,1,0,0,20,0,0,8,8,7,15,0,0,8,8,7,15,0,11,1,2,Graduate
4,39,1,8014,0,1,160,1,37,37,3,4,97,0,0,0,1,0,1,35,0,0,6,9,6,11,0,0,6,6,6,11,0,16,3,-4,Graduate
1,39,1,9500,1,1,110,1,37,37,9,9,130,0,0,1,0,0,0,30,0,0,7,12,4,14,0,0,7,7,0,0,0,16,0,-1,Dropout
1,39,1,8014,0,40,140,1,19,37,5,9,148,0,0,0,1,0,0,35,0,7,11,11,11,14,0,4,8,8,8,15,0,12,1,2,Graduate
2,39,2,9147,1,3,130,1,3,37,9,9,103,0,0,0,1,0,0,30,0,4,7,9,7,12,0,3,8,12,7,11,0,13,4,-2,Dropout
1,43,2,9773,1,1,132,1,19,19,0,0,127,0,0,0,1,1,0,25,0,0,6,9,6,12,0,0,6,11,5,13,0,8,3,0,Graduate
1,17,2,9773,1,1,139,1,3,1,2,7,124,1,0,0,1,0,1,20,0,0,6,6,6,14,0,0,6,7,6,14,0,16,3,-4,Dropout
1,1,1,9670,1,1,135,1,19,37,5,7,121,0,0,0,1,1,0,20,0,0,5,7,4,12,0,0,5,6,4,12,0,9,-1,-3,Graduate
1,1,1,9147,1,1,117,1,38,19,5,7,118,0,0,0,1,1,0,20,0,0,5,6,5,11,0,0,5,5,5,13,0,12,1,2,Graduate
1,17,4,9500,1,1,137,1,1,19,4,3,121,1,0,0,1,1,1,20,0,0,8,8,7,15,0,0,8,8,7,15,0,11,1,2,Graduate
1,42,1,9119,1,1,144,1,34,34,0,0,120,0,0,0,1,1,0,20,0,0,5,6,1,10,0,0,5,7,1,12,0,11,1,2,Dropout
1,39,1,9991,0,1,130,1,1,1,4,10,115,0,0,0,1,1,0,25,0,0,5,5,4,12,0,0,5,6,5,13,0,12,1,2,Enrolled
1,18,1,9670,1,1,140,1,1,37,9,9,130,1,0,0,1,1,0,20,0,0,6,11,4,13,0,0,6,11,4,13,0,13,4,-2,Graduate
1,17,4,9254,1,1,130,1,19,1,5,5,130,1,0,0,1,1,0,20,0,0,6,7,4,11,0,0,6,7,3,11,0,16,0,-1,Dropout
1,16,2,9238,1,1,130,1,37,37,5,6,127,1,0,0,1,0,0,20,0,0,6,8,6,14,0,0,6,11,5,12,0,9,-1,-3,Graduate
1,1,2,9070,1,1,152,101,2,1,9,1,169,1,0,0,1,1,0,20,1,0,6,7,5,15,0,0,6,6,5,14,0,16,0,-1,Graduate
4,39,1,9500,1,1,133,1,37,37,9,9,130,0,0,1,1,0,0,40,0,0,7,13,3,12,0,0,7,14,2,10,0,16,0,-1,Dropout
1,18,1,9556,1,1,140,1,38,37,9,9,123,0,0,0,1,0,1,20,0,0,7,11,7,13,0,0,8,11,8,13,0,13,4,-2,Graduate
6,39,1,9500,1,1,133,1,37,37,9,9,110,0,0,0,1,0,0,35,0,0,7,12,4,12,0,0,7,14,3,12,0,16,0,-1,Dropout
1,16,1,9085,1,1,140,1,1,1,9,9,127,1,0,0,1,0,0,20,0,0,5,8,4,13,1,0,5,10,4,11,0,13,4,-2,Graduate
1,1,3,9500,1,1,133,1,19,19,5,5,109,1,0,0,1,0,0,20,0,0,7,9,7,13,0,0,8,12,6,12,0,12,1,2,Graduate
1,53,1,9085,1,42,140,1,19,38,9,9,138,0,0,1,0,0,0,20,0,7,10,15,8,14,0,4,9,17,5,13,0,9,1,4,Dropout
1,1,2,9500,1,1,133,1,19,38,192,192,96,1,0,0,1,0,0,20,0,0,7,10,6,14,0,0,8,11,6,12,0,11,1,2,Enrolled
1,1,1,9238,1,1,135,1,19,19,9,9,125,0,0,0,1,0,1,20,0,0,6,11,5,11,0,0,6,8,6,12,0,16,0,-1,Graduate
2,7,1,9500,1,3,120,1,37,19,9,7,120,1,0,0,1,0,0,45,0,7,11,11,11,13,0,6,10,12,10,13,0,14,0,1,Enrolled
1,17,1,9147,1,1,140,1,37,37,9,7,132,1,0,0,1,0,0,20,0,0,5,9,1,10,0,0,5,10,1,11,0,8,3,0,Dropout
1,17,1,9254,1,1,128,1,19,1,5,7,121,1,0,1,1,0,0,20,0,0,6,8,6,12,0,0,6,10,4,12,0,14,0,1,Graduate
1,1,1,9670,1,1,141,1,1,19,4,4,133,0,0,0,1,0,1,20,0,0,6,8,6,14,0,0,6,7,6,13,0,11,1,2,Graduate
1,7,2,9130,1,3,140,1,34,34,0,0,140,0,0,0,1,0,0,25,0,0,5,9,0,0,4,0,5,9,0,0,3,11,1,2,Dropout
1,1,6,9500,1,1,139,1,1,1,4,4,125,1,0,0,1,0,0,20,0,0,8,9,7,12,0,0,8,9,7,12,0,11,1,2,Graduate
1,1,1,171,1,1,142,1,19,19,7,7,142,1,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,Graduate
1,7,1,9254,1,40,130,1,1,1,3,6,130,0,0,0,1,0,0,40,0,12,13,14,13,14,0,9,12,16,12,15,0,14,0,1,Graduate
2,39,1,9003,1,1,130,1,38,37,9,9,144,0,0,0,1,0,0,30,0,13,18,20,18,15,0,11,13,13,13,15,0,16,3,-4,Graduate
1,17,1,9853,1,1,125,1,19,19,4,7,129,1,0,0,1,0,0,20,0,0,7,9,6,12,0,0,7,8,7,13,0,14,0,1,Enrolled
1,7,1,9070,1,3,140,1,37,2,9,3,140,0,0,0,0,0,0,25,0,0,3,3,2,10,0,0,6,0,0,0,0,11,1,2,Dropout
1,42,1,9853,1,1,120,1,1,37,5,5,114,1,0,0,1,0,0,20,0,0,6,8,4,12,0,0,6,13,3,10,0,13,4,-2,Dropout
1,1,1,9238,1,1,147,1,1,19,4,4,137,0,0,0,0,0,0,20,0,0,6,6,6,15,0,0,6,6,6,15,0,11,1,2,Graduate
1,7,1,9085,1,40,140,1,1,19,5,5,140,1,0,0,1,0,0,25,0,0,6,7,6,16,0,0,6,8,6,16,0,12,1,2,Graduate
1,1,1,9130,1,1,161,1,1,19,4,4,152,0,0,0,1,0,0,20,0,0,6,7,6,16,0,0,6,7,6,15,0,11,1,2,Graduate
2,39,1,8014,0,19,133,1,37,37,4,8,113,0,0,0,1,0,0,30,0,0,6,8,5,14,0,0,6,7,6,12,0,9,-1,-3,Graduate
2,39,2,9147,1,1,150,1,19,37,9,7,101,0,0,1,0,0,0,30,0,0,5,8,3,11,0,0,5,14,2,15,0,11,1,2,Dropout
1,1,6,9238,1,1,113,1,1,38,194,163,112,1,0,1,1,0,1,20,0,0,6,8,5,12,0,0,6,8,4,12,0,9,1,4,Graduate
1,39,1,9238,1,1,140,1,34,34,0,0,114,1,0,0,0,0,0,30,0,0,6,11,1,13,0,0,6,12,0,0,0,9,-1,-3,Dropout
1,7,1,9147,1,3,130,1,38,38,1,9,130,0,0,0,1,0,0,25,0,0,5,9,3,12,0,0,5,11,4,14,0,11,1,2,Graduate
1,43,2,9500,1,1,120,1,37,34,90,0,122,0,0,1,1,0,0,20,0,11,14,14,12,12,2,11,14,14,12,12,2,8,3,0,Graduate
2,39,1,9003,1,19,133,1,19,37,9,10,120,0,0,1,1,0,0,35,0,0,6,10,6,13,0,0,6,12,6,13,0,16,0,-1,Enrolled
1,7,1,8014,0,3,130,1,37,38,0,5,130,0,0,0,0,0,0,30,0,0,6,12,1,11,0,0,6,0,0,0,0,13,4,-2,Dropout
2,39,1,9003,1,1,120,1,37,37,9,9,126,0,0,1,0,0,0,45,0,0,6,10,4,12,0,0,6,13,4,11,0,9,1,4,Dropout
1,43,1,9556,1,1,140,1,37,37,9,9,128,1,0,0,0,0,0,30,0,0,7,7,0,0,7,0,8,8,0,0,7,11,1,2,Dropout
1,17,1,9238,1,1,123,1,1,1,9,9,113,0,0,0,1,0,1,20,0,0,6,11,4,11,0,0,6,13,5,12,0,16,3,-4,Enrolled
4,39,1,9500,1,19,133,1,38,1,9,4,120,0,0,0,1,0,1,35,0,0,8,9,8,14,1,0,8,9,8,14,1,9,-1,-3,Graduate
1,1,1,9670,1,1,130,1,37,37,0,0,118,1,0,0,1,0,0,20,0,0,5,8,3,13,0,0,5,7,4,12,1,8,3,0,Graduate
1,1,4,9500,1,1,126,1,19,19,7,9,121,1,0,0,1,0,1,20,0,0,7,9,6,14,0,0,7,7,7,12,0,12,1,2,Enrolled
1,1,1,9500,1,1,176,1,3,38,3,7,170,0,0,0,1,0,1,20,0,0,7,7,7,17,0,0,8,9,8,16,0,16,0,-1,Graduate
1,17,4,9238,1,1,124,1,19,19,5,8,118,1,0,0,1,0,0,20,0,0,6,10,5,12,0,0,6,11,4,12,0,16,0,-1,Graduate
1,44,1,8014,0,39,120,1,19,37,7,6,122,1,0,0,1,0,0,20,0,3,6,6,6,13,0,2,6,7,6,13,0,12,1,2,Graduate
1,1,2,9500,1,1,140,1,1,1,4,10,128,1,0,0,1,0,0,20,0,0,8,8,7,13,0,0,8,8,7,13,0,11,1,2,Graduate
1,18,2,9147,1,1,143,1,19,38,9,7,132,1,0,0,1,0,1,20,0,0,5,8,5,14,0,0,5,6,5,12,0,14,0,1,Graduate
1,1,2,171,1,1,136,1,39,1,3,4,134,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,Dropout
1,1,1,9500,1,1,132,1,19,1,9,5,123,0,0,0,1,0,1,20,0,0,7,7,7,15,0,0,8,9,8,16,0,11,1,2,Graduate
2,39,1,9991,0,19,133,1,19,39,5,3,122,0,0,1,0,0,0,30,0,0,5,7,0,0,0,0,5,7,0,0,0,16,0,-1,Dropout
2,39,1,8014,0,19,100,1,1,19,1,5,130,0,0,1,1,0,1,35,0,0,6,9,5,14,0,0,6,7,6,13,0,9,-1,-3,Graduate
1,1,3,9500,1,1,137,1,19,38,7,7,127,1,0,0,1,0,1,20,0,0,8,8,8,14,0,0,8,8,8,14,0,9,-1,-3,Graduate
1,17,1,9238,1,1,153,1,38,38,7,7,160,1,0,0,1,0,1,20,0,0,6,7,6,15,0,0,6,6,6,16,0,13,4,-2,Graduate
1,1,1,9147,1,1,160,1,9,19,4,3,151,0,0,0,1,0,0,25,0,0,5,8,3,11,0,0,5,8,5,12,0,8,3,0,Graduate
1,17,1,9238,1,1,145,1,38,38,5,7,138,1,0,0,1,0,0,20,0,0,6,11,5,11,0,0,6,6,6,12,0,9,-1,-3,Graduate
1,1,5,9500,1,1,137,1,38,38,4,8,127,1,0,0,1,0,0,20,0,0,8,8,8,14,0,0,8,8,8,14,0,9,-1,-3,Graduate
1,53,1,9085,1,42,140,1,1,1,4,3,140,1,0,1,1,0,0,20,0,7,9,10,8,13,0,4,9,14,5,12,0,9,1,4,Enrolled
1,1,1,9238,1,1,120,1,19,38,5,6,112,0,0,0,1,0,1,20,0,0,6,10,5,11,0,0,6,10,5,12,0,13,4,-2,Graduate
1,1,1,9238,1,1,122,1,1,19,4,4,127,1,0,1,1,0,0,20,0,0,6,6,6,12,0,0,6,7,6,12,0,9,-1,-3,Graduate
1,7,1,9500,1,3,130,1,19,38,4,10,130,1,0,0,1,0,0,25,0,1,7,8,6,14,0,1,7,8,6,14,0,8,3,0,Graduate
1,17,2,9773,1,1,133,1,3,1,4,5,115,1,0,0,1,0,0,20,0,0,6,6,6,13,0,0,6,6,6,13,0,16,0,-1,Graduate
1,17,6,9500,1,1,150,1,1,37,1,1,132,1,0,0,1,0,0,20,0,0,8,8,7,14,0,0,8,8,7,14,0,11,1,2,Graduate
1,39,1,9991,0,1,133,1,19,38,7,4,126,0,0,0,1,0,0,25,0,0,5,9,2,12,0,0,5,9,3,11,0,11,1,2,Dropout
1,1,6,9500,1,1,141,1,1,37,4,3,127,1,0,0,1,0,0,20,0,0,7,7,7,13,0,0,8,9,8,14,0,16,0,-1,Graduate
1,18,1,9119,1,1,146,1,1,37,7,7,132,1,0,0,1,1,0,20,0,0,5,5,1,16,0,0,5,5,0,0,0,9,-1,-3,Dropout
1,44,1,9003,1,39,150,1,38,37,9,9,150,1,0,0,1,1,0,20,0,0,6,8,6,13,0,0,6,10,6,13,0,16,0,-1,Graduate
1,1,1,9670,1,1,133,1,3,1,4,4,95,0,0,0,1,1,0,20,0,0,6,7,0,0,0,0,6,6,0,0,0,16,3,-4,Dropout
1,43,1,9991,0,1,120,1,37,37,9,9,128,0,0,0,0,1,0,30,0,5,9,9,5,11,0,4,4,4,4,11,0,11,1,2,Dropout
2,39,1,9130,1,1,150,1,19,19,4,4,130,0,0,0,0,1,0,30,0,0,4,12,2,11,2,0,5,9,3,12,0,9,-1,-3,Dropout
1,39,1,9119,1,19,133,1,1,19,4,5,100,0,0,0,1,1,0,25,0,0,5,13,1,11,0,0,5,11,1,10,0,14,0,1,Enrolled
1,42,1,9085,1,39,140,1,19,3,9,1,160,1,0,0,1,0,0,20,0,2,6,14,5,14,0,2,6,10,5,13,0,16,0,-1,Graduate
2,43,1,9991,0,1,140,1,37,37,4,9,100,0,0,0,0,0,0,30,0,2,6,10,4,12,0,0,5,6,1,10,0,13,4,-2,Dropout
2,39,1,9853,1,1,133,1,37,37,5,5,117,0,0,0,1,0,0,35,0,0,7,11,1,10,0,0,7,7,1,13,0,16,0,-1,Dropout
1,1,1,9238,1,1,128,1,19,19,9,9,120,0,0,0,1,0,1,20,0,0,6,8,6,14,0,0,6,9,6,13,0,11,1,2,Graduate
1,1,3,9238,1,1,117,1,19,19,9,9,117,1,0,1,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,12,1,2,Dropout
1,53,1,9670,1,42,140,1,19,37,3,6,140,1,0,1,1,0,0,20,0,0,6,12,1,12,0,0,6,11,1,11,0,9,1,4,Enrolled
1,1,2,9853,1,1,124,1,38,37,5,3,118,1,0,0,0,0,0,20,0,0,6,11,3,13,0,0,6,10,5,12,0,9,-1,-3,Dropout
1,1,1,9254,1,1,158,1,19,39,4,8,154,1,0,0,1,0,0,20,0,0,6,7,6,15,0,0,6,6,6,16,0,11,1,2,Graduate
